customer_id,industry,company_size,lead_source,inquiry_type,contact_count,days_since_contact,stage,contracted
A01175,化粧品,小規模,Web問い合わせ,資料請求,1,10,接触済,0
A01176,日用品,小規模,Web問い合わせ,見積依頼,2,52,契約,1
A01177,化粧品,小規模,Web問い合わせ,サンプル依頼,4,58,契約,1
A01178,化粧品,小規模,Web問い合わせ,資料請求,2,14,接触済,0
A01179,化粧品,中規模,Web問い合わせ,資料請求,3,20,接触済,0
A01180,日用品,小規模,Web問い合わせ,資料請求,4,66,接触済,0
A01181,日用品,小規模,Web問い合わせ,情報収集,0,116,未接触,0
A01182,食品,中規模,Web問い合わせ,資料請求,1,96,接触済,0
A01183,化粧品,小規模,紹介,情報収集,4,83,接触済,0
A01184,研究開発,小規模,営業開拓,資料請求,2,31,接触済,0
A01185,日用品,小規模,営業開拓,情報収集,5,6,接触済,0
A01186,研究開発,大規模,Web問い合わせ,資料請求,2,99,契約,1
A01187,日用品,大規模,Web問い合わせ,情報収集,5,39,契約,1
A01188,研究開発,中規模,紹介,サンプル依頼,5,82,接触済,0
A01189,化粧品,中規模,Web問い合わせ,見積依頼,2,35,接触済,0
A01190,化粧品,大規模,展示会,資料請求,4,12,接触済,0
A01191,その他,大規模,紹介,サンプル依頼,2,75,接触済,0
A01192,食品,中規模,展示会,見積依頼,4,31,接触済,0
A01193,食品,大規模,営業開拓,サンプル依頼,2,56,接触済,0
A01194,日用品,小規模,紹介,資料請求,4,54,接触済,0
A01195,日用品,小規模,紹介,見積依頼,3,27,接触済,0
A01196,化粧品,大規模,Web問い合わせ,サンプル依頼,1,55,接触済,0
A01197,食品,中規模,営業開拓,サンプル依頼,4,56,接触済,0
A01198,食品,小規模,Web問い合わせ,情報収集,7,45,契約,1
A01199,研究開発,小規模,Web問い合わせ,情報収集,3,29,接触済,0
A01200,化粧品,中規模,営業開拓,資料請求,1,70,接触済,0
A01201,その他,小規模,営業開拓,情報収集,1,17,接触済,0
A01202,化粧品,大規模,Web問い合わせ,情報収集,1,47,接触済,0
A01203,化粧品,中規模,Web問い合わせ,見積依頼,2,109,接触済,0
A01204,日用品,小規模,Web問い合わせ,サンプル依頼,1,35,接触済,0
A01205,化粧品,小規模,営業開拓,資料請求,1,47,接触済,0
A01206,日用品,中規模,営業開拓,情報収集,4,93,接触済,0
A01207,日用品,小規模,Web問い合わせ,資料請求,3,80,接触済,0
A01208,化粧品,小規模,Web問い合わせ,サンプル依頼,3,77,接触済,0
A01209,食品,小規模,Web問い合わせ,見積依頼,1,13,接触済,0
A01210,食品,大規模,Web問い合わせ,情報収集,3,52,接触済,0
A01211,研究開発,大規模,展示会,資料請求,2,43,接触済,0
A01212,日用品,小規模,展示会,情報収集,2,45,接触済,0
A01213,その他,大規模,展示会,見積依頼,0,96,未接触,0
A01214,研究開発,小規模,Web問い合わせ,情報収集,2,57,接触済,0
A01215,食品,中規模,Web問い合わせ,見積依頼,3,100,接触済,0
A01216,化粧品,中規模,紹介,サンプル依頼,3,43,契約,1
A01217,化粧品,中規模,Web問い合わせ,情報収集,2,18,接触済,0
A01218,研究開発,中規模,Web問い合わせ,サンプル依頼,2,86,接触済,0
A01219,食品,小規模,Web問い合わせ,サンプル依頼,2,60,接触済,0
A01220,食品,小規模,営業開拓,情報収集,2,101,接触済,0
A01221,日用品,小規模,Web問い合わせ,見積依頼,2,44,接触済,0
A01222,日用品,中規模,展示会,資料請求,5,62,接触済,0
A01223,その他,大規模,Web問い合わせ,資料請求,0,2,未接触,0
A01224,研究開発,中規模,Web問い合わせ,見積依頼,4,102,契約,1
A01225,日用品,小規模,Web問い合わせ,サンプル依頼,2,119,接触済,0
A01226,食品,小規模,Web問い合わせ,資料請求,3,59,接触済,0
A01227,食品,小規模,展示会,資料請求,2,106,接触済,0
A01228,食品,大規模,Web問い合わせ,見積依頼,3,68,接触済,0
A01229,化粧品,小規模,Web問い合わせ,情報収集,0,77,未接触,0
A01230,食品,中規模,展示会,見積依頼,3,35,契約,1
A01231,化粧品,小規模,Web問い合わせ,情報収集,3,98,接触済,0
A01232,研究開発,中規模,展示会,見積依頼,1,37,接触済,0
A01233,日用品,中規模,営業開拓,情報収集,0,81,未接触,0
A01234,その他,小規模,展示会,情報収集,4,35,接触済,0
A01235,日用品,小規模,営業開拓,資料請求,3,16,接触済,0
A01236,化粧品,小規模,展示会,情報収集,5,10,接触済,0
A01237,食品,小規模,Web問い合わせ,資料請求,5,3,接触済,0
A01238,その他,中規模,Web問い合わせ,情報収集,3,95,接触済,0
A01239,化粧品,小規模,紹介,資料請求,2,78,接触済,0
A01240,化粧品,小規模,展示会,資料請求,2,117,契約,1
A01241,化粧品,中規模,展示会,情報収集,0,15,未接触,0
A01242,化粧品,中規模,営業開拓,見積依頼,3,32,接触済,0
A01243,化粧品,中規模,営業開拓,情報収集,2,71,接触済,0
A01244,化粧品,中規模,紹介,情報収集,2,62,接触済,0
A01245,研究開発,小規模,紹介,資料請求,0,37,未接触,0
A01246,その他,中規模,Web問い合わせ,サンプル依頼,0,112,未接触,0
A01247,その他,小規模,営業開拓,サンプル依頼,1,100,接触済,0
A01248,化粧品,中規模,営業開拓,資料請求,2,58,接触済,0
A01249,研究開発,小規模,Web問い合わせ,見積依頼,2,15,接触済,0
A01250,食品,中規模,営業開拓,サンプル依頼,2,115,接触済,0
A01251,食品,中規模,展示会,資料請求,1,45,接触済,0
A01252,その他,中規模,Web問い合わせ,サンプル依頼,3,116,接触済,0
A01253,日用品,大規模,Web問い合わせ,サンプル依頼,3,60,接触済,0
A01254,研究開発,中規模,紹介,資料請求,4,90,接触済,0
A01255,化粧品,大規模,営業開拓,資料請求,1,92,接触済,0
A01256,食品,中規模,営業開拓,情報収集,1,60,接触済,0
A01257,食品,中規模,紹介,資料請求,0,89,未接触,0
A01258,日用品,小規模,紹介,情報収集,0,14,契約,1
A01259,食品,中規模,紹介,資料請求,3,31,接触済,0
A01260,研究開発,小規模,営業開拓,情報収集,2,3,接触済,0
A01261,研究開発,中規模,Web問い合わせ,サンプル依頼,3,53,接触済,0
A01262,日用品,大規模,展示会,情報収集,1,81,接触済,0
A01263,化粧品,中規模,Web問い合わせ,情報収集,2,41,接触済,0
A01264,食品,小規模,Web問い合わせ,資料請求,4,46,接触済,0
A01265,食品,小規模,Web問い合わせ,資料請求,6,7,接触済,0
A01266,日用品,大規模,展示会,資料請求,2,74,接触済,0
A01267,研究開発,大規模,Web問い合わせ,サンプル依頼,1,27,接触済,0
A01268,化粧品,小規模,紹介,資料請求,4,3,商談,0
A01269,研究開発,小規模,展示会,サンプル依頼,2,116,接触済,0
A01270,日用品,中規模,営業開拓,情報収集,0,65,未接触,0
A01271,化粧品,小規模,展示会,情報収集,2,120,接触済,0
A01272,化粧品,中規模,営業開拓,資料請求,4,88,接触済,0
A01273,化粧品,小規模,Web問い合わせ,資料請求,1,45,接触済,0
A01274,食品,小規模,営業開拓,情報収集,1,8,接触済,0
A01275,食品,大規模,展示会,資料請求,5,98,接触済,0
A01276,食品,小規模,Web問い合わせ,情報収集,1,45,接触済,0
A01277,研究開発,小規模,営業開拓,情報収集,4,64,接触済,0
A01278,食品,中規模,営業開拓,資料請求,2,69,接触済,0
A01279,その他,中規模,営業開拓,サンプル依頼,3,27,接触済,0
A01280,その他,小規模,Web問い合わせ,サンプル依頼,4,16,接触済,0
A01281,食品,中規模,Web問い合わせ,サンプル依頼,2,57,接触済,0
A01282,食品,中規模,Web問い合わせ,資料請求,4,21,接触済,0
A01283,食品,中規模,Web問い合わせ,サンプル依頼,4,5,接触済,0
A01284,日用品,小規模,営業開拓,情報収集,4,43,接触済,0
A01285,化粧品,中規模,展示会,資料請求,2,25,接触済,0
A01286,化粧品,中規模,Web問い合わせ,資料請求,0,76,未接触,0
A01287,その他,中規模,営業開拓,情報収集,2,95,接触済,0
A01288,その他,小規模,営業開拓,情報収集,3,42,契約,1
A01289,化粧品,中規模,Web問い合わせ,情報収集,5,36,接触済,0
A01290,化粧品,小規模,Web問い合わせ,資料請求,1,52,接触済,0
A01291,その他,中規模,Web問い合わせ,見積依頼,1,14,接触済,0
A01292,食品,小規模,展示会,見積依頼,2,64,接触済,0
A01293,化粧品,中規模,Web問い合わせ,見積依頼,0,87,契約,1
A01294,その他,小規模,展示会,情報収集,4,97,接触済,0
A01295,研究開発,小規模,Web問い合わせ,資料請求,2,46,接触済,0
A01296,日用品,大規模,Web問い合わせ,情報収集,2,93,接触済,0
A01297,化粧品,小規模,展示会,資料請求,4,16,契約,1
A01298,日用品,小規模,営業開拓,情報収集,4,4,接触済,0
A01299,化粧品,小規模,Web問い合わせ,資料請求,3,73,接触済,0
A01300,研究開発,中規模,Web問い合わせ,情報収集,2,7,接触済,0
A01301,その他,小規模,営業開拓,サンプル依頼,3,22,接触済,0
A01302,食品,小規模,Web問い合わせ,見積依頼,4,92,接触済,0
A01303,その他,大規模,Web問い合わせ,資料請求,3,29,接触済,0
A01304,研究開発,中規模,紹介,情報収集,2,120,接触済,0
A01305,日用品,中規模,紹介,情報収集,2,63,接触済,0
A01306,食品,大規模,紹介,資料請求,3,111,接触済,0
A01307,化粧品,小規模,Web問い合わせ,サンプル依頼,4,81,接触済,0
A01308,化粧品,中規模,営業開拓,情報収集,2,13,契約,1
A01309,食品,小規模,Web問い合わせ,情報収集,3,13,接触済,0
A01310,化粧品,小規模,展示会,サンプル依頼,2,12,契約,1
A01311,研究開発,小規模,紹介,見積依頼,1,62,接触済,0
A01312,化粧品,小規模,営業開拓,資料請求,1,64,接触済,0
A01313,研究開発,小規模,営業開拓,資料請求,3,81,接触済,0
A01314,研究開発,小規模,Web問い合わせ,情報収集,3,95,接触済,0
A01315,その他,中規模,Web問い合わせ,情報収集,7,95,接触済,0
A01316,化粧品,中規模,展示会,情報収集,3,61,接触済,0
A01317,化粧品,中規模,展示会,見積依頼,4,64,接触済,0
A01318,日用品,中規模,Web問い合わせ,見積依頼,7,8,接触済,0
A01319,化粧品,大規模,Web問い合わせ,情報収集,0,66,未接触,0
A01320,食品,小規模,展示会,情報収集,2,108,接触済,0
A01321,食品,中規模,紹介,情報収集,2,98,接触済,0
A01322,食品,小規模,紹介,見積依頼,2,54,接触済,0
A01323,化粧品,小規模,展示会,サンプル依頼,2,31,接触済,0
A01324,研究開発,小規模,展示会,資料請求,3,68,接触済,0
A01325,その他,中規模,営業開拓,情報収集,3,94,接触済,0
A01326,研究開発,小規模,Web問い合わせ,資料請求,1,7,接触済,0
A01327,その他,小規模,Web問い合わせ,見積依頼,1,73,接触済,0
A01328,研究開発,小規模,営業開拓,資料請求,1,25,接触済,0
A01329,食品,中規模,Web問い合わせ,情報収集,2,106,接触済,0
A01330,日用品,大規模,展示会,資料請求,3,98,接触済,0
A01331,日用品,小規模,営業開拓,見積依頼,1,119,接触済,0
A01332,化粧品,小規模,展示会,情報収集,4,39,接触済,0
A01333,日用品,小規模,営業開拓,見積依頼,3,88,接触済,0
A01334,その他,小規模,紹介,資料請求,1,41,接触済,0
A01335,その他,中規模,展示会,見積依頼,5,19,契約,1
A01336,化粧品,中規模,Web問い合わせ,情報収集,4,119,接触済,0
A01337,日用品,中規模,展示会,見積依頼,3,79,契約,1
A01338,化粧品,小規模,営業開拓,見積依頼,4,30,接触済,0
A01339,食品,小規模,展示会,サンプル依頼,2,90,契約,1
A01340,化粧品,小規模,営業開拓,サンプル依頼,2,30,接触済,0
A01341,研究開発,中規模,営業開拓,サンプル依頼,2,69,接触済,0
A01342,日用品,大規模,展示会,資料請求,2,26,接触済,0
A01343,日用品,小規模,展示会,見積依頼,2,13,接触済,0
A01344,その他,小規模,営業開拓,見積依頼,1,15,接触済,0
A01345,研究開発,小規模,営業開拓,サンプル依頼,3,115,接触済,0
A01346,化粧品,小規模,Web問い合わせ,見積依頼,4,108,契約,1
A01347,その他,小規模,Web問い合わせ,資料請求,3,32,接触済,0
A01348,研究開発,中規模,紹介,情報収集,3,5,接触済,0
A01349,研究開発,中規模,Web問い合わせ,資料請求,3,38,接触済,0
A01350,化粧品,小規模,展示会,サンプル依頼,0,69,未接触,0
A01351,その他,中規模,Web問い合わせ,見積依頼,2,56,接触済,0
A01352,研究開発,中規模,展示会,情報収集,2,48,接触済,0
A01353,化粧品,中規模,展示会,情報収集,2,7,接触済,0
A01354,日用品,小規模,展示会,資料請求,1,35,接触済,0
A01355,食品,小規模,展示会,情報収集,5,18,接触済,0
A01356,日用品,小規模,営業開拓,資料請求,2,51,接触済,0
A01357,研究開発,小規模,展示会,資料請求,6,80,接触済,0
A01358,食品,小規模,Web問い合わせ,情報収集,3,34,接触済,0
A01359,研究開発,中規模,Web問い合わせ,見積依頼,3,103,接触済,0
A01360,化粧品,小規模,展示会,情報収集,4,54,接触済,0
A01361,食品,小規模,Web問い合わせ,資料請求,6,8,接触済,0
A01362,食品,小規模,営業開拓,情報収集,3,77,接触済,0
A01363,研究開発,大規模,Web問い合わせ,情報収集,1,15,接触済,0
A01364,日用品,小規模,Web問い合わせ,情報収集,5,41,接触済,0
A01365,食品,中規模,展示会,情報収集,2,72,接触済,0
A01366,食品,小規模,営業開拓,情報収集,0,80,未接触,0
A01367,化粧品,大規模,紹介,情報収集,2,101,接触済,0
A01368,化粧品,小規模,Web問い合わせ,情報収集,3,111,契約,1
A01369,化粧品,中規模,紹介,情報収集,0,6,未接触,0
A01370,食品,大規模,紹介,情報収集,2,49,接触済,0
A01371,食品,中規模,Web問い合わせ,情報収集,7,35,接触済,0
A01372,化粧品,小規模,Web問い合わせ,見積依頼,2,6,接触済,0
A01373,日用品,中規模,Web問い合わせ,資料請求,4,108,接触済,0
A01374,化粧品,中規模,展示会,見積依頼,1,2,接触済,0
A01375,食品,小規模,Web問い合わせ,見積依頼,1,28,接触済,0
A01376,その他,小規模,展示会,情報収集,1,58,接触済,0
A01377,研究開発,中規模,紹介,情報収集,3,93,接触済,0
A01378,研究開発,小規模,展示会,情報収集,4,113,接触済,0
A01379,食品,小規模,展示会,資料請求,0,115,未接触,0
A01380,食品,小規模,Web問い合わせ,サンプル依頼,3,53,接触済,0
A01381,化粧品,小規模,営業開拓,資料請求,4,5,接触済,0
A01382,化粧品,小規模,Web問い合わせ,資料請求,0,43,未接触,0
A01383,食品,大規模,Web問い合わせ,サンプル依頼,3,72,接触済,0
A01384,日用品,中規模,営業開拓,資料請求,5,77,接触済,0
A01385,食品,小規模,展示会,サンプル依頼,3,23,接触済,0
A01386,その他,中規模,展示会,見積依頼,2,113,接触済,0
A01387,研究開発,小規模,Web問い合わせ,資料請求,3,57,接触済,0
A01388,日用品,中規模,展示会,情報収集,5,62,接触済,0
A01389,食品,大規模,展示会,情報収集,1,25,契約,1
A01390,化粧品,大規模,Web問い合わせ,情報収集,0,37,未接触,0
A01391,研究開発,大規模,営業開拓,情報収集,4,85,接触済,0
A01392,研究開発,大規模,Web問い合わせ,見積依頼,5,86,接触済,0
A01393,化粧品,大規模,Web問い合わせ,資料請求,5,42,契約,1
A01394,日用品,小規模,紹介,サンプル依頼,2,60,接触済,0
A01395,化粧品,小規模,営業開拓,サンプル依頼,2,16,接触済,0
